@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-27,30-38,40,43,48-49,52-67,70-77,79-101'

@attribute pctWhite numeric
@attribute persPoverty numeric
@attribute pctPoverty numeric
@attribute pctMaleDivorc numeric
@attribute pctFemDivorc numeric
@attribute pctAllDivorc numeric
@attribute pct2Par numeric
@attribute pctKids2Par numeric
@attribute pctKids-4w2Par numeric
@attribute pct12-17w2Par numeric
@attribute kidsBornNevrMarr numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
85.77,1669,13.67,13.05,16.64,15.04,61.9,59.36,69.11,59.51,494,4.5,62.95,2.14,5.83,0
63.92,5143,14.02,8.21,12.56,10.37,72.33,60.5,82.44,76.36,1620,5.27,63.4,32.6,3.8,1
56.74,43944,19.32,10.78,15.33,12.87,62.76,55.53,72.45,58.3,15750,9.62,44.52,5.32,10.51,0
62.67,13248,21.73,13.12,16.86,14.78,62.54,56.29,71.93,53.09,3568,8.65,37.25,5.87,11.93,0
75.32,10386,17.2,13.03,16.32,14.81,63.45,57.72,72.07,64.87,2704,5.46,61.24,3.08,6.72,0
62.42,7570,15.48,13.98,17.9,16.08,61.82,58,74.4,62.44,2369,7.52,54.1,15.46,3.44,0
86.08,685,3.66,8.25,11.01,9.68,80.07,79.12,93.11,77.88,247,2.04,64.05,3.96,1.61,0
97.99,3099,13.19,14.01,17.17,15.71,64.53,63.2,73.02,67.65,553,2.97,57.17,2.69,6.17,0
32.47,68781,18.82,13.22,17.89,15.68,52.13,48.42,61.57,56.68,26451,10.31,44.5,12.23,4.82,0
89.3,4156,6.51,8.02,11.22,9.75,78.99,77.1,90.4,72.48,648,1.43,76.93,3.27,0.86,0
91.07,1281,3.63,10.99,15.25,13.18,78.9,79.43,88.95,80.68,278,1.36,63.59,2.2,0.7,1
89.38,2567,9.47,9.85,13.98,12.07,73.16,71.14,76.51,77.49,317,1.41,70.2,1.35,3.73,0
98.63,301,2.66,7.98,11.58,9.86,85.12,83.58,93.38,84.97,48,0.61,78.53,0.91,2.23,1
96.23,356,2.31,6.05,8.14,7.12,91.65,90.57,98.02,90.92,69,0.73,87.81,0.6,0.33,1
94.6,983,7.7,8.18,14.12,11.24,79.89,76.55,89.96,81.12,118,1.22,80.63,4.96,5.08,0
75.39,17205,19.36,11.6,14.92,13.35,73.96,70.11,79.49,76.14,1912,2.69,64.59,8.12,11.25,0
87.44,10482,16.78,13.48,15.15,14.35,68.87,67.64,75.35,75.95,1514,2.64,61.97,4.54,5.8,0
74.78,69096,15.86,13.7,17.19,15.53,68.95,64.48,75.15,71.96,14599,4.42,62.09,4.13,7.67,0
91.75,1254,8.3,10.25,15.9,13.27,77.17,73.01,90.34,79.54,100,0.89,72.37,2.28,5.4,1
92.04,4316,13.01,13.49,17.69,15.74,68.95,68,77.25,65.75,642,2.66,57.55,2.49,2.81,0
99.04,580,5.21,7.61,10.53,9.13,80.59,81.3,85.16,79.12,46,0.56,72.54,0.75,0.68,0
64.62,17853,13.56,9.68,14.44,12.05,73.79,69.05,80.65,76.49,4898,5.3,57.91,16.44,5.37,0
39.16,2644,25,7.09,10.55,9.05,56.23,48.55,63.93,68.54,816,8.21,53.77,4.59,12.64,0
64.82,4339,22.73,12.17,14.82,13.59,63.26,57.97,66.69,66.69,999,5.6,61.53,4.68,7.47,0
96.58,296,2.32,3.98,5.19,4.6,92.04,89.65,98.88,89.65,16,0.17,94.2,0.32,0.14,0
96.88,1323,9.25,11.67,16.02,13.96,72.8,71.11,82.08,70.61,168,1.52,59.84,3.81,2.66,0
68.76,23797,15.76,13.99,18.4,16.18,57.46,49.98,66.02,58.67,9455,9.1,43.72,5.75,7.31,0
96.25,6325,12.63,8.17,10.11,9.2,75.13,75.23,83.97,74.09,620,1.67,60.88,1.46,2.57,0
94.47,3099,16.57,9.02,10.99,9.99,69.74,70.48,77.38,78.16,295,2.16,58.51,1.03,2.48,1
84.18,866,7.83,7.37,10.74,9.1,82.71,78.66,93.7,86.96,192,3.11,81.79,2.85,3.16,0
99.5,383,3.58,7.56,9.94,8.84,83.57,83.81,92.12,86.43,51,0.55,71.53,0.93,0.88,1
52.6,3649,36.51,12.88,18.17,15.99,44.28,35.52,46.97,36.91,1009,9.9,50.79,6.41,16.21,0
55.19,8947,23.83,10.79,14.77,12.97,59.97,52.34,60.57,59.89,2641,8.59,51.28,5.61,10.61,0
97.24,1033,4.51,9.14,14.03,11.7,78.49,78.94,90.75,77.65,110,0.67,76.59,1.32,0.82,0
91.35,1643,7.11,11.15,16.12,13.7,73.61,70.83,88.18,71.21,292,1.71,63.81,4.4,0.72,0
83.15,4991,12.6,14.15,17.94,16.1,66.62,63.36,76.99,67.61,1058,3.37,57.97,7.37,3.03,0
84.9,2561,4.65,9.34,14.99,12.24,78.37,77.02,95.63,75.82,301,0.88,62.42,2.5,0.67,0
89.22,3031,8.54,10.65,15.95,13.42,74.62,73.31,86.94,73.91,317,1.5,58.9,4,1.23,1
97.1,836,3.06,7.11,10.27,8.75,84.99,84.64,96.18,81.85,189,0.97,78.26,0.76,0.26,1
79.55,12922,12.09,9.79,12.71,11.36,64.25,59.5,71.13,69.69,5432,6.61,52.41,3.31,5.26,0
88.55,467,4.04,9.07,13.02,11.15,79.63,78.06,91.8,81.54,124,1.6,72.53,2.02,2.82,1
83.73,16724,14.15,12.8,15.98,14.4,74.85,71.24,84.55,75.7,1576,1.82,53.01,10.83,9.27,0
93.39,898,8.43,6.83,8.03,7.47,66.61,56.45,58.18,53.31,213,1.95,79.24,1.44,3.7,1
59.89,6570,33.01,12.06,15.63,13.82,62.93,60.8,65.19,70.27,1225,7.41,45.03,17.57,12.69,0
45.32,9794,17.02,8.94,13.81,11.46,60.31,54.81,66.99,59.24,5135,11.94,30.05,16.89,12.7,0
98.28,859,4.8,6.01,8.6,7.38,81.9,81.77,88.78,83.84,211,1.6,71.39,0.72,0.92,1
89.25,7632,10.59,9.85,12.85,11.47,68.65,66.06,75.72,74.32,1923,3.56,50.5,2.86,5,0
69.31,1930,18.85,9.4,12.65,11.2,67.13,61.31,74.3,70.33,358,4,67.27,3.56,11.77,0
59.82,6287,15.19,9.65,13.59,11.72,64.25,58.19,63.97,64.29,2714,8.26,42.53,11.27,9.83,0
26.56,7359,20.3,14.18,16.86,15.65,45.86,37.26,51.46,57.54,4101,12.99,52.43,4.3,14.22,0
70.23,14609,44.47,5.04,9.89,7.6,75.24,68.47,81.58,75.25,1014,3.07,72.25,29.29,16.21,0
93.83,422,3.28,13.64,20.07,17.18,73.56,75.32,90.99,66.96,184,2.63,70.35,1.13,0.15,1
92.8,1290,10.19,8.27,10.83,9.64,78.07,77.85,79.07,78.88,286,2.56,68.16,2.25,6.87,0
45.65,15283,27.71,10.92,14.18,12.74,58.65,50.22,63.07,59.7,4401,8.51,61.62,5.43,11.65,0
92.39,486,3.65,9.83,10.89,10.35,80.66,78.14,86.79,84.78,99,0.95,74.86,0.56,0.53,1
97.1,718,5.5,7.83,9.9,8.96,79.9,79.31,89.25,85.26,126,1.39,80.71,1.31,0.71,1
72.13,75172,21.42,10.55,12.59,11.66,55.81,52.24,62.44,59.45,21464,7.78,57.85,1.95,2.92,0
78.17,1522,9.33,9.89,12.66,11.31,74.43,73.64,85.57,76.42,519,5.53,50.21,2.54,2.34,0
26.5,5604,12.22,10.45,14.86,12.79,56.66,47.74,66.46,57.5,4120,12.27,54.49,10.44,7.43,0
90.7,2339,3.54,8.24,12.08,10.27,80.7,79.43,91.84,76.66,590,1.28,76.31,2.45,0.62,0
75.56,4004,17.84,11.77,14.76,13.4,66.79,60.59,70.03,74.54,890,4.57,64.63,7.05,13.03,0
46.2,3576,17.28,12.81,16.95,15.18,49.17,46.07,63.39,54.17,1204,8.16,48.54,1.23,2.1,0
36.34,1874,12.03,13.11,15.93,14.65,52.86,45.56,59.08,50.06,1810,14.36,59.28,6.52,8.21,0
57.02,23648,18.43,8.9,13.43,11.11,71.83,63.54,78.63,72.57,6699,7.14,56.57,25.49,5.64,0
69.97,11295,16.05,13.75,14.77,14.29,55.82,45.27,67.94,59.32,4619,8.12,62.26,7.58,6.32,0
79.29,4034,5.2,8.5,11.91,10.29,74.35,69.28,83.76,74.64,2357,4.63,65.33,3.81,1.49,1
90.6,4434,26.82,13.54,16.87,15.41,63.66,59.76,62.31,73.4,611,3.67,56.43,2.67,11.42,0
98.54,911,7.44,7.9,12.01,9.98,79.91,81.08,93.35,81.56,113,1.29,72.53,2.14,1.94,1
49.31,16344,28.12,12.31,15.36,13.95,61.16,57.16,65.77,65.58,2113,3.93,66.27,6.47,9.37,0
65.02,7593,26.82,9.95,15.29,12.79,65.54,61.77,68.07,69.8,1379,5.49,53.22,14.05,6.27,0
90.05,7286,22.12,12.52,17.05,15.01,59.08,57,61.75,68.13,1530,5.27,57.04,2.17,8.59,0
84.12,3190,6.06,9.31,12.38,10.93,71.24,68.64,81.27,75.22,1311,3.55,61.78,2.49,1.91,1
84.64,62058,14.53,14.55,17.45,16.07,66.43,63.51,76.28,67.2,11790,3.97,57.6,3.49,4.47,0
82.99,8559,7.99,9,14.27,11.63,76.93,70.62,87.39,78.32,1765,2.43,60.64,9.62,1.77,1
95.81,3731,5.67,12.77,16.08,14.45,77.69,77.12,91.37,81.13,374,0.92,60.89,1.62,0.45,1
97.97,1067,2.8,5.95,8.62,7.33,85.72,84.36,96.1,87.08,173,0.62,83.7,0.9,0.86,1
69.93,34120,22.96,8.88,13.54,11.37,54.32,50.04,59.15,55.78,10047,9.23,38.84,6.01,7.57,0
40.54,6842,33.23,11.77,15.12,13.67,48.02,39.69,53.53,39.66,2587,12.77,56.24,5.84,9.51,0
76.37,13136,15.86,10.6,14.33,12.6,61.87,58.25,64.49,64.62,4936,7.24,62.2,3.23,5.27,0
52.36,8312,23.52,11.76,14.98,13.57,54.55,49.05,57.16,58.78,3239,10.19,50.64,3.8,9.5,0
68.87,996,9.71,12.24,14.16,13.32,64.84,55.43,74.29,65.56,453,5.69,52.64,3.29,4.27,0
91.22,2436,20.41,12.78,19.16,16.23,63.66,60.99,63.12,69.92,353,3.38,50.99,6.61,4.53,0
92.6,9343,14.31,13.16,17.96,15.71,67.38,64.95,72.97,74.45,1178,2.26,53.69,4.49,3.06,0
87.04,3355,5.59,13.56,17.78,15.62,70.93,69,87.1,73.14,1021,3.45,49.23,4.11,0.56,0
94.74,2162,22.25,10.31,14.13,12.45,66.1,63.17,73.48,76.31,198,1.95,58.97,1.39,10.45,1
86.07,15085,11.52,17.16,20.23,18.67,68.12,65.38,76.5,68.13,2566,3.01,45.77,6.67,6.61,0
83.45,2898,7.02,13.63,17.03,15.35,69.04,67.8,80.76,72.27,638,2.38,53.97,3.76,3.22,0
36.18,13909,16.1,13.3,18.5,16.07,54.71,49.56,64.48,57.97,5014,7.61,55.41,9.88,3.37,0
43.35,40103,20.89,14.48,16.82,15.77,45.21,38.54,54.76,49.69,18852,13.21,49.25,3.06,8.45,0
82.53,764,7.31,9.7,11.97,10.98,75.47,73.57,89.17,78.09,189,2.66,67.96,0.8,1.61,0
97.64,1281,14.69,5.69,8.1,6.96,74.67,76.38,85.74,80.22,138,2.51,57.57,1.75,1.73,0
62.76,3207,28.51,16.26,18.8,17.63,46.34,43.09,48.35,50.5,1109,11.21,56.47,4.03,11.06,0
70.79,26280,11.94,9.97,14.76,12.41,73,68.1,83.12,76.2,6242,3.98,58.86,10.82,3.63,0
71.27,5287,18.5,15.77,18.84,17.31,62.64,60.23,72.43,66.15,1152,4.85,52.72,11.31,7.37,0
93.77,925,6.76,5.74,7.92,6.87,80.96,78.58,84.43,88.53,120,1.28,73.17,3.27,0.87,1
81.13,18127,13.35,11.15,14.27,12.82,66.76,63.79,69.32,72.37,6198,5.7,64.07,2.56,5.67,0
82.55,10742,20.18,12.05,16.22,14.25,65.71,62.77,66.84,75.64,1693,3.64,54.65,6.81,7.59,0
83.94,904,5.75,10.45,13.36,11.99,77.22,72.98,82.62,75.63,167,1.41,78.92,2.26,2.03,0
94.31,1661,8.87,11.57,12.21,11.89,78.88,77.97,85.49,86.8,149,1.06,71.4,2.83,3.51,0
49.62,8804,18.09,10.49,14.76,12.89,58.43,52.52,62.85,63.41,4260,9.71,53.63,4.22,8.66,0
92.15,2667,22.38,5.75,12.86,9.02,73.08,71.4,77.78,77.74,111,1.23,52.09,2.75,5.15,0
68.79,5347,18.65,12.5,15.58,14.22,60.37,53.92,64.53,61.7,1674,6.34,53.09,2.84,11.16,0
95.56,881,8.65,10.67,15.6,13.33,74.48,73.3,87.29,74.25,76,0.94,57.73,2.3,6.96,1
96.82,2393,14.7,14.74,16.68,15.75,68.05,66.08,78.29,60.09,292,2.11,56.86,3.61,7.13,0
63.76,4304,21.54,10.69,13.75,12.28,72.11,66.33,79.26,74.92,361,2.04,54.83,13.65,12.95,0
69.39,6024,29.47,7.96,9.63,8.85,55.26,51.21,60.28,57.32,1089,9.82,37.88,6.96,4.9,0
97.27,3163,6.19,9.29,12.58,11.04,76.76,74.32,89.89,78.85,473,1.12,79.15,2.47,1.1,0
95.09,1190,3.71,6.04,9.09,7.68,79.49,80.75,82.39,83.77,323,1.25,76.57,1.13,0.49,0
95,1027,2.28,4.63,6.88,5.81,89.41,87.54,94.41,86.12,178,0.54,88.48,0.86,0.34,1
90.07,1737,3.54,7.25,9.82,8.62,78.38,75.43,90.81,82.25,795,2.18,81.88,1.53,1.1,1
97.49,2633,12.66,10.56,13.3,12.04,73.85,71.65,81.69,76.98,360,2.08,70.79,1.25,3.98,1
90.3,1420,1.96,7,10.77,8.93,85.98,85.36,94.05,87.05,285,0.63,81.35,2.89,0.22,1
92.37,424,2.24,4.64,8.15,6.46,88.16,87.78,95.76,83.46,120,0.99,84.23,0.85,0.4,1
92.96,4324,11.7,8.98,12.13,10.7,67.52,65.16,71.94,68.23,737,2.9,50.91,2.2,2.7,0
91.18,14300,14.5,14.36,16.79,15.59,69,66.65,73.7,70.33,2412,3.02,57.36,3.98,4.69,0
96.78,974,3.81,8.52,10.41,9.48,84.42,81.65,95.31,81,167,0.93,81.66,1.42,0.83,0
74.98,34402,22.7,10.68,13.38,12.15,51.68,48.23,56,55.76,11877,10.32,45.25,2.72,8.54,0
84.07,765,5.84,4.96,9.57,7.35,83.21,83.3,93.64,85.02,128,1.43,68.11,1.79,0.46,1
63.79,3277,15.58,11.09,13.67,12.48,58.94,53.22,63.14,64.51,1058,5.77,56.78,2.62,7.65,0
98.57,765,5.68,7.91,11.64,9.88,78.47,79.37,81.05,84.66,136,1.23,81.27,1.16,1.41,1
72.24,207161,22.64,11.52,16.25,14.01,68.55,62.53,75.83,70.16,25665,3.48,58.04,10.44,8.01,0
75.81,7361,36.8,7.03,12.77,10.11,69.62,62.38,78.99,74.25,579,2.85,66.89,22.87,23.63,0
60.64,36174,22.79,13.11,17.73,15.47,61.49,55.92,65.33,64.98,9790,7.94,51.21,14.54,7.95,0
68.24,25518,22.32,9.32,13.45,11.51,61.16,57.44,70.74,62.15,5233,7.88,49.61,4.27,3.43,0
79.72,4524,15.4,12.93,15.74,14.45,62.66,59.05,76.72,70.49,1133,4.51,60.72,2.11,7.5,0
68.81,5061,16.27,15.62,18.46,17.1,61.24,54.28,68.32,59.71,1988,7.7,57.29,5.97,8.16,0
97.43,443,1.25,4.54,7.16,5.95,88.03,87.42,97.29,86.95,175,0.61,90.89,0.63,0.19,1
88.63,617,4.16,8.93,10.89,9.9,84.49,83.86,95.23,78.17,151,1.92,66.2,1.76,2.43,1
74.14,3375,4.98,11.69,14.5,13.18,72.16,69.45,88.16,71.62,723,1.46,62.07,5.19,1.73,0
75.25,79287,20.16,11.94,16.19,14.15,65.86,61.93,74.97,68.55,12404,4.29,55.14,7.3,6.88,0
83.48,3815,8.08,11.39,16.53,14.02,71.14,69.64,83.89,72.96,926,3.22,55.95,5.93,1.42,0
62.97,6721,21.82,12.3,16.06,14.39,59.49,53.05,69.31,65.75,1633,5.85,58.6,4.07,8.1,0
56.77,1636,10.57,9.2,14.65,12.04,71.46,60.6,78.27,65.92,795,5.43,67.13,18.9,2.75,0
98.32,172,1.67,4.29,7.36,5.85,90.43,90.33,96.4,88.13,66,0.93,87.89,0.61,0,1
82.8,7979,9.35,13.78,18.43,16.26,69.12,69.13,87.94,64.26,1624,3.53,34.14,5.38,1.36,0
97.7,6308,18.99,11.35,14.62,13.17,67.27,64.43,72.81,75.54,763,2.6,65.27,0.95,9.3,1
98.39,643,6.33,5.66,8.91,7.35,83.26,84.62,94.21,85.99,64,0.87,77.71,1.05,0.92,1
46.85,29854,22.61,12.55,16.95,14.93,56.86,48.52,64.32,55.93,10274,9.14,52.53,4.92,9.05,0
75.32,61681,12.38,12.76,15.79,14.32,66.72,63.04,78.96,65.19,11531,3.81,54.95,4.02,2.63,0
98.98,762,5.86,6.94,10.21,8.68,77.29,76.28,85.23,74.7,183,1.79,62.21,1.26,1.58,1
96.53,2878,8,7.28,10.28,8.87,75.55,74.17,80.57,77.8,614,2.29,69.92,1.43,1.9,1
65.07,4946,27.8,9.9,13.52,11.83,66.54,60.96,62.31,56.98,549,3.26,58.86,11.12,16.98,0
64.47,3503,24.12,8.01,14.23,11.22,65.87,59.86,64.27,62.7,825,6.19,53.25,19.34,4.72,0
96.3,582,5.23,10.82,13.01,11.95,80.06,78.69,93.22,77.49,106,1.23,69.13,0.76,1.2,0
96.2,179,1.53,4.59,6.68,5.66,89.97,87.61,99.22,89.83,45,0.57,92.33,1.15,0.15,1
83.22,4698,15.61,11.48,15.26,13.53,68.41,64.64,75.18,70.94,603,2.47,59.76,3.41,7.89,0
54.32,49215,25.26,12.47,16.58,14.75,57.58,49.49,61.71,57.85,17119,10.19,61.96,5.1,6.45,0
90.19,1732,3.26,5.73,8.19,6.98,86.27,85.22,93.11,88.68,272,0.73,74.26,3.08,0.99,1
93.51,1691,16.91,10.06,11.92,11.07,73.18,73.72,82.43,74.24,175,1.85,63.92,2.5,7.92,1
80.22,2004,6.57,13.34,17.61,15.61,67.96,64.13,86.62,71.7,495,2.83,46.77,2.02,2.78,0
97.83,472,3.48,7.56,10.01,8.84,85.65,85.49,96.83,82.43,124,1.26,81.16,1.09,0.31,1
88.12,1471,4.92,8.66,12.41,10.54,84.23,82.29,93.76,82.8,187,0.98,74.17,4.31,3.13,1
94.71,577,4.48,9.53,14.19,12,79.26,75.89,86.14,85.45,183,1.95,71.35,2.65,2.32,1
84.05,757,2.94,6.74,9.69,8.25,87.36,86.51,94.38,83.18,189,1.27,79.17,1.57,0.36,1
76.63,425,3.03,5.01,7.96,6.55,84.96,82.74,96.94,83,134,1.38,82.54,1.26,0.87,0
98.87,914,6.07,8.58,11.43,10.09,78.41,77.05,87.06,84.42,120,1.1,68.3,1.07,3.03,1
88.01,1718,17.24,17.72,18.75,18.25,60.38,59.94,62.62,62.84,279,3.48,40.33,6.11,7.08,0
53.11,8946,21.79,12.81,15.54,14.35,52.37,45.59,53.81,49.56,4001,11.18,49.38,3.89,10.32,0
93.52,4498,7.07,9.7,12.84,11.33,76.5,75.93,83.36,74.53,1184,2.5,73.05,2.55,1.71,1
59.78,7347,7.71,8.68,13.47,11.15,75.18,69.66,86.47,77.16,2571,3.59,68.25,13.19,1.87,1
98.11,465,2.3,5.18,7.61,6.45,88.78,88.01,92.59,84.43,80,0.57,87.02,0.55,0.47,1
81.41,3382,22.93,10.23,13.42,12.03,66.19,63.11,80.8,64.06,186,1.43,57.37,2.16,10.54,1
95.63,495,3.77,5.7,7.56,6.68,85.13,82.07,95.11,89.55,41,0.45,79.5,1.31,0,1
90.13,718,3.53,6.95,11.58,9.34,86.68,86.65,91.45,87.03,61,0.54,85.63,2.3,0,1
68.03,3008,15.69,9.51,12.91,11.35,70.11,64.51,81.36,69.09,749,4.59,67.6,2.84,6.41,1
82.74,3671,13.52,11.07,13.34,12.23,76.3,72.44,82.54,78.18,484,2.16,65.7,4.15,8.75,1
98.74,1025,4.37,7.2,9.66,8.48,82,81.94,88.27,84.38,264,1.42,68.84,1.51,1.46,1
98.21,592,5.07,9.32,13.76,11.67,78.58,78.31,91.06,72.42,98,1.21,65.01,1.59,2.28,1
96.5,336,2.25,2.9,6.11,4.64,90.3,89.72,96.61,87.08,6,0.05,94.08,0.21,0,1
96.79,1836,3.72,7.8,10.88,9.4,81.89,78.92,88.33,81.43,583,1.65,79.93,1,0.66,1
59.28,3013,12.15,7.84,12,9.89,74.66,67.7,83.46,78.91,691,3.51,54.75,20.85,4.25,1
89.59,7614,20.51,12.17,15.68,14.1,64.6,60.35,66.41,71.24,1141,3.48,60.5,1.51,12.47,1
93.18,564,3.09,6.17,9.99,8.1,87.51,86.47,92.17,85.84,56,0.55,74.91,3.38,1.93,1
96.59,1822,5.1,6.8,9.47,8.19,77.78,76.35,84.52,83.69,382,1.46,68.44,1.58,0.76,1
98.74,1512,13.45,9.13,11.77,10.56,71.39,70.75,81.59,77.2,164,1.42,72.64,1,4.84,1
95.22,481,3.73,9.76,15.61,12.84,80.28,80.8,92.68,74.03,89,1.15,62.19,1.01,0.19,1
96.59,1481,10.3,10.77,13.8,12.41,73.5,71.33,82.45,64.54,282,2.3,64.07,1.52,5.76,1
97.69,1221,8.08,4.6,7.03,5.85,86.56,85.47,94.22,87.42,39,0.29,77.74,6.47,1.81,1
94.68,1698,12.68,10.27,15.27,12.97,74.93,72.11,80.06,84.29,246,2.37,65.06,2.67,9.12,1
98.39,918,6.25,9.25,11.78,10.59,75.54,74.51,85.4,83.03,279,2.63,63.07,1.67,2.65,1
90.06,446,3.08,6.23,9.81,8.12,85.41,82.8,89.03,83.39,116,1.15,84.51,2.94,1.68,1
95.58,1299,11.56,10.66,12.59,11.68,75.86,73.91,75.6,70.3,101,1.02,69.15,2.68,3.3,1
84.87,10320,17.98,13.28,16.33,14.94,62.56,58.7,69.89,62.76,2368,4.66,65.29,1.9,8.42,1
97.84,553,3.64,5.51,5.49,5.5,91.1,89.3,95.42,89.18,131,1.33,94.93,1.72,0.47,1
95.04,854,2.93,4.58,7.71,6.24,87.08,86.89,93.69,86.82,217,1.03,82,0.58,0.43,1
93.98,2103,3.63,5.17,8.81,7.19,83.38,82.81,94.15,80.71,460,1.04,78.64,0.91,0.28,1
77.79,1623,9.65,10.39,12.71,11.59,78.42,74.6,86.1,88.9,270,2.11,66.21,6.82,7.96,1
81.98,15624,16.08,5.81,10.29,8.09,75.87,75.13,89.53,71.98,1258,2.58,48.08,3.19,1.05,1
84.17,4572,9.49,9.03,12.56,10.91,73.91,70.77,78.04,74.89,1206,3.89,45.58,7.47,2.07,1
97.77,164,1.15,3.82,8.59,6.41,87.05,88.34,98.99,80.56,40,0.39,87.81,0.48,0.22,1
97.58,1378,9.53,8.32,9.37,8.87,77.69,76.23,90.49,80.51,191,1.59,76.32,0.99,3.58,1
89.99,476,2.3,6.11,11,8.68,83.51,84.22,95.11,81.51,47,0.31,83.1,0.9,0.2,1
96.43,3844,7.09,7.68,10.02,8.91,80.78,81.61,89.33,78.55,415,0.97,71.54,1.58,1.5,1
96.66,1198,3.49,5.82,9.34,7.6,86.28,86.82,90.9,84.53,261,1.25,89.78,1.25,0.31,1
86.76,4874,10.67,9.1,13.08,11.14,77.44,73.37,81.64,78.37,765,2.19,69.41,5.65,4.34,1
71.48,2501,5.23,7.68,11.51,9.73,80.37,79.64,91.71,83.75,307,0.89,67.04,6.06,0.42,1
73.09,2228,28.09,6.26,9.86,8.25,63.78,58.4,64.27,63.94,416,5.94,57.37,2.58,13.64,1
86.51,1887,3.89,5.54,7.82,6.78,82.26,79.94,95.3,84.62,506,1.46,81.56,1.07,0.64,1
95.19,2057,4.63,5.58,8.15,7,81.11,80.11,92.67,79.62,208,0.71,63.48,1.07,0.46,1
97.72,1921,14.51,7.35,9.2,8.36,78.07,77.55,80.63,82.19,146,1.18,64.37,1.8,7.08,1
76.3,181,1.49,5.78,10.12,8.01,86.92,83.67,94.87,91.1,82,1.12,73.97,1.91,0.79,1
94.72,165,1.6,7.69,10.48,9.2,82.06,80.89,95.58,84.51,125,1.75,79.94,1.37,0.36,1
99,1669,13.85,10.52,12.75,11.74,75.67,73.46,84.53,76.14,76,0.74,68.08,0.86,6.51,1
93.08,2713,7.18,8.57,11.23,9.96,78.18,76,86,78.11,648,2.32,62.33,2.28,1.52,1
78.37,8769,37.13,5.51,7.96,6.76,68.47,57.68,75.19,67.69,611,4.32,38.29,8.08,5.38,1
97.15,2248,12.13,9.08,12.52,10.96,74.77,72.27,84.54,79.2,121,0.78,67.29,1.17,5.23,1
95.3,229,1.92,8.55,12.63,10.66,82.36,80.32,95.87,85.8,117,1.52,78.05,0.96,0.59,1
93.49,1969,5.55,9.26,11.61,10.51,73.49,74.37,85.37,72.93,503,1.93,74.06,1.64,0.85,1
99.14,470,3.15,6.16,7.81,7.02,84.63,83.13,94.46,83.5,87,0.81,91.48,0.97,0.78,1
95.51,1618,16.46,13.62,16.25,14.98,68.16,66.93,77.5,76.41,138,1.79,53.38,3.15,8.56,1
94.03,1805,7.84,10.89,14.39,12.7,76,74.14,82.98,75.04,204,1.27,66.2,4.77,2.11,1
88.93,6036,44.66,2.87,5.26,4.1,72.03,70.4,82.17,79.02,157,2.64,36.39,3.38,6.7,1
98.55,1500,8.08,6.61,9.26,8.03,79.08,81.32,86.66,80.09,203,1.24,70.94,1.09,2.63,1
72.71,2267,21.95,11.66,15.39,13.71,66.67,62.95,71.9,72.66,237,2.57,58.22,6.88,14.51,1
97.97,1312,11.67,9.59,12.66,11.23,74.33,73.06,83.07,76.38,201,2.14,73.6,1.71,3.86,1
97,624,3.65,6.37,9.87,8.25,85.15,85.37,93.09,86.33,155,1.26,81.71,0.65,1.52,1
96.06,855,8.21,12.57,16.82,14.89,72.11,71.22,87.32,76.74,151,1.95,59.2,2.49,0.94,1
98.46,2583,10.91,10.27,13.11,11.77,71.75,71.04,75,74.09,567,3.01,62.77,1.26,5.28,1
91.94,3952,13.8,9.53,13.1,11.37,63.86,63.17,60.58,67.81,1059,4.21,57.06,1.38,6.69,1
86.15,1144,7.38,10.21,14.5,12.46,69.34,67.87,75.78,77.71,564,5.93,58.79,2.31,2.23,1
93.69,459,2.48,4.49,6.49,5.53,90.43,90.46,97.18,91.39,59,0.46,90.14,0.32,0.39,1
98.16,2192,10.27,7.56,9.72,8.73,73.64,73.37,85.42,72.49,195,0.92,78.16,1.17,2.86,1
97.24,207,1.5,5.73,7.46,6.63,91.6,91.53,96.64,90.49,7,0.07,87.52,0.24,0.5,1
79.72,730,6.46,10.53,14.96,12.74,76.16,71.86,87.38,83.99,139,1.86,66.9,8.09,1.42,1
55.56,10727,15.69,7.28,12.04,9.66,73.13,64.84,78.59,76.92,3751,7.15,59.01,37.49,5.61,1
98.73,1022,7.72,7.24,10.19,8.79,79.43,76.53,85.1,87.03,125,1.19,82.86,1.49,2.27,1
66.92,1060,3.45,6.61,13.37,10.31,76.7,76.49,95.25,82.18,333,1.59,73.26,0.47,0.51,1
94.08,4626,16.93,11.23,13.8,12.63,66.86,64.74,66.61,70.4,1047,4.37,66.48,1.45,5.1,1
96.89,655,5.43,6.15,9.24,7.78,83.41,81.99,93.24,83.15,169,1.89,87.45,1.01,1.46,1
94.53,2711,6.78,8.97,12.63,10.93,71.82,71.66,77.79,74.63,609,1.87,72.88,1.46,1.71,1
98.5,280,1.8,4.42,7.6,6.07,88.6,88.22,96.4,88.43,4,0.03,90.71,0.43,0.09,1
